"kp_id","id","id_concatenado","region","site","addres","pais","state","city","horario","prioritario","criticidad","inmueble","hrequerimientos","horasxdias","mes"
"395","9999","9999-ENTIDAD FEDERATIVA-JALISCO7","CENTRO","USUARIO EXTERNO","REFUGIO MENDOZA NO.90","MEXICO","JALISCO","MEXTICACAN","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"396","9999","9999-ENTIDAD FEDERATIVA-JALISCO70","CENTRO","USUARIO EXTERNO","MIGUEL ALEMAN VELAZCO N. 226","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"397","9999","9999-ENTIDAD FEDERATIVA-JALISCO71","CENTRO","USUARIO EXTERNO","BRIZUELA NO.114","MEXICO","JALISCO","ATEMAJAC DE BRIZUELA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"398","9999","9999-ENTIDAD FEDERATIVA-JALISCO72","CENTRO","USUARIO EXTERNO","JUAN M. D?AZ N? 3","MEXICO","JALISCO","EJUTLA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"399","9999","9999-ENTIDAD FEDERATIVA-JALISCO73","CENTRO","USUARIO EXTERNO","PEDRO RUIZ NO.95","MEXICO","JALISCO","ATOYAC","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"400","9999","9999-ENTIDAD FEDERATIVA-JALISCO74","CENTRO","USUARIO EXTERNO","ALLENDE NO.109","MEXICO","JALISCO","SAN DIEGO DE ALEJANDR?A","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"401","9999","9999-ENTIDAD FEDERATIVA-JALISCO75","CENTRO","USUARIO EXTERNO","PEDRO MORENO NO. 281-4","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"402","9999","9999-ENTIDAD FEDERATIVA-JALISCO76","CENTRO","USUARIO EXTERNO","CHIMALHUACAN NO.14","MEXICO","JALISCO","ATENGO","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"403","9999","9999-ENTIDAD FEDERATIVA-JALISCO77","CENTRO","USUARIO EXTERNO","FRANSISCO MORA 175","MEXICO","JALISCO","ARANDAS","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"404","9999","9999-ENTIDAD FEDERATIVA-JALISCO78","CENTRO","USUARIO EXTERNO","20 DE NOVIEMBRE N-31","MEXICO","JALISCO","ZAPOTLAN DEL REY","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"405","9999","9999-ENTIDAD FEDERATIVA-JALISCO79","CENTRO","USUARIO EXTERNO","RAMON CORONA N. 356","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"406","9999","9999-ENTIDAD FEDERATIVA-JALISCO8","CENTRO","USUARIO EXTERNO","L?PEZ COTILLA NO.23","MEXICO","JALISCO","ZACOALCO DE TORRES","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"407","9999","9999-ENTIDAD FEDERATIVA-JALISCO80","CENTRO","USUARIO EXTERNO","MORELOS NO.04","MEXICO","JALISCO","CA?ADAS DE OBREGON ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"408","9999","9999-ENTIDAD FEDERATIVA-JALISCO81","CENTRO","USUARIO EXTERNO","AV. DEL MERCADO. 214 LOCAL G-206","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"409","9999","9999-ENTIDAD FEDERATIVA-JALISCO82","CENTRO","USUARIO EXTERNO","AV. R. MICHEL, ANTIGUA CENTRAL CAMIONERA","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"410","9999","9999-ENTIDAD FEDERATIVA-JALISCO83","CENTRO","USUARIO EXTERNO","CUAHUTEMOC NO.9","MEXICO","JALISCO","GOMEZ FARIAS","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"411","9999","9999-ENTIDAD FEDERATIVA-JALISCO84","CENTRO","USUARIO EXTERNO","VICENTE GUERRERO NO.30","MEXICO","JALISCO","CUAUTITLAN IZCALLI","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"412","9999","9999-ENTIDAD FEDERATIVA-JALISCO85","CENTRO","USUARIO EXTERNO","AV.UNIVERSIDAD #950, UNIRSE PLAZA SAN FELIPE ","MEXICO","JALISCO","OCOTLAN","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"413","9999","9999-ENTIDAD FEDERATIVA-JALISCO86","CENTRO","USUARIO EXTERNO","JU?REZ NO.2 LOCAL 4","MEXICO","JALISCO","TEQUILA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"414","9999","9999-ENTIDAD FEDERATIVA-JALISCO87","CENTRO","USUARIO EXTERNO","REFORMA NO.20","MEXICO","JALISCO","CIHUATL?N","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"415","9999","9999-ENTIDAD FEDERATIVA-JALISCO88","CENTRO","USUARIO EXTERNO","PEDRO MORENO NO.281-2","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"416","9999","9999-ENTIDAD FEDERATIVA-JALISCO89","CENTRO","USUARIO EXTERNO","TOMAS GALLEGOS NO. 23","MEXICO","JALISCO","TOMATLAN","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"417","9999","9999-ENTIDAD FEDERATIVA-JALISCO9","CENTRO","USUARIO EXTERNO","BLV. MARCELINO GARCIA BARRAGAN N. 1935","MEXICO","JALISCO","GUADALAJARA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"418","9999","9999-ENTIDAD FEDERATIVA-JALISCO90","CENTRO","USUARIO EXTERNO","J. SANTOS PALACIOS NO.16 PM","MEXICO","JALISCO","TOLIMAN","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"419","9999","9999-ENTIDAD FEDERATIVA-JALISCO91","CENTRO","USUARIO EXTERNO","JUAREZ 575 INT.1","MEXICO","JALISCO","CHAPALA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"420","9999","9999-ENTIDAD FEDERATIVA-JALISCO92","CENTRO","USUARIO EXTERNO","ZARAGOZA NO.22","MEXICO","JALISCO","PIHUAMO","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"421","9999","9999-ENTIDAD FEDERATIVA-JALISCO93","CENTRO","USUARIO EXTERNO","REFORMA SUR NO.53","MEXICO","JALISCO","VALLE DE GUADALUPE","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"422","9999","9999-ENTIDAD FEDERATIVA-JALISCO94","CENTRO","USUARIO EXTERNO","JAVIER MINA N-87-A","MEXICO","JALISCO","AYOTLAN","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"423","9999","9999-ENTIDAD FEDERATIVA-JALISCO95","CENTRO","USUARIO EXTERNO","CONSTITUCI?N NO.22","MEXICO","JALISCO","AMECA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"424","9999","9999-ENTIDAD FEDERATIVA-JALISCO96","CENTRO","USUARIO EXTERNO","ITURBIDE NO.30","MEXICO","JALISCO","SAN JOSE GRACIA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"425","9999","9999-ENTIDAD FEDERATIVA-JALISCO97","CENTRO","USUARIO EXTERNO","OROZCO ROMERO N-51","MEXICO","JALISCO","JESUS MAR?A","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"426","9999","9999-ENTIDAD FEDERATIVA-JALISCO98","CENTRO","USUARIO EXTERNO","MORELOS NO.04","MEXICO","JALISCO","CA?ADAS DE OBREGON ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"427","9999","9999-ENTIDAD FEDERATIVA-JALISCO99","CENTRO","USUARIO EXTERNO","RODRIGO CAMACHO N-1","MEXICO","JALISCO","EL LIMON","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"428","9999","9999-ENTIDAD FEDERATIVA-MANZANILLO","CENTRO","USUARIO EXTERNO","TORRES QUINTERO N? 35 COLONIA CENTRO","MEXICO","COLIMA","MANZANILLO","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"429","9999","9999-ENTIDAD FEDERATIVA-MORELIA-MICH","CENTRO","USUARIO EXTERNO","BENTURA PUENTE #112, COL. CHAPULTEPEC","MEXICO","MICHOACAN","MORELIA","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"430","9999","9999-ENTIDAD FEDERATIVA-NEZAHUALCOYOTL","CENTRO","USUARIO EXTERNO","AV. SOR JUANA INES DE LA CRUZ # 100, COL. METROPOLITANA 2DA SECCION","MEXICO","ESTADO DE MEXICO","NEZAHUALCOYOTL","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"431","9999","9999-ENTIDAD FEDERATIVA-PACHUCA","CENTRO","USUARIO EXTERNO","VICENTE SEGURA NUM. 201, COL CENTRO","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"432","9999","9999-ENTIDAD FEDERATIVA-PACHUCA_CAMINO REAL","CENTRO","USUARIO EXTERNO","CAMINO REAL DE LA PLATA LOC 153-156, COMPLEJO ZONA PLATEADA","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"433","9999","9999-ENTIDAD FEDERATIVA-PACHUCA_CENTRO","CENTRO","USUARIO EXTERNO","PLAZA JUAREZ S/N COL. CENTRO","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"434","9999","9999-ENTIDAD FEDERATIVA-QUERETARO","CENTRO","USUARIO EXTERNO","AV. CONSTITUYENTES NO. 10 OTE. 2? PISO, COL. CENTRO","MEXICO","QUERETARO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"435","9999","9999-ENTIDAD FEDERATIVA-QUERETARO-CENTRO","CENTRO","USUARIO EXTERNO","MADERO No. 105 PTE. PLANTA ALTA, COL. CENTRO","MEXICO","QUERETARO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"436","9999","9999-ENTIDAD FEDERATIVA-SAN LUIS POTOSI","CENTRO","USUARIO EXTERNO","DIAZ DE LEON  200 COL. CENTRO","MEXICO","SAN LUIS POTOSI","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"437","9999","9999-ENTIDAD FEDERATIVA-SAN LUIS POTOSI-CENTRO","CENTRO","USUARIO EXTERNO","VENUSTIANO CARRANZA #525, ZONA CENTRO","MEXICO","SAN LUIS POTOSI","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"438","9999","9999-ENTIDAD FEDERATIVA-TECOMAN","CENTRO","USUARIO EXTERNO","LERDO DETEJADA N? 525 COLONIA LA FLORESTA","MEXICO","COLIMA","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"439","9999","9999-ENTIDAD FEDERATIVA-TEPEAPULCO - HGO","CENTRO","USUARIO EXTERNO","PLAZA DE LA CONSTITUCION NO. 8","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"440","9999","9999-ENTIDAD FEDERATIVA-TEPEJI DEL RIO DE OCAMPO - HGO","CENTRO","USUARIO EXTERNO","AV. MELCHOR OCAMPO NO. 7 ALTOS, COL. CENTRO","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"441","9999","9999-ENTIDAD FEDERATIVA-TEPIC-NAYARIT","CENTRO","USUARIO EXTERNO","MORELOS # 80 PTE","MEXICO","NAYARIT","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"442","9999","9999-ENTIDAD FEDERATIVA-TIZAYUCA - HGO","CENTRO","USUARIO EXTERNO","AVENIDA JUAREZ SUR No. 59, COL. CENTRO","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"443","9999","9999-ENTIDAD FEDERATIVA-TLALNEPANTLA","CENTRO","USUARIO EXTERNO","MARIANO ESCOBEDO # 107","MEXICO","ESTADO DE MEXICO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"444","9999","9999-ENTIDAD FEDERATIVA-TOLUCA-PROGRESO","CENTRO","USUARIO EXTERNO","PASEO TOLLOCAN ESQUINA URAWA,  CENTRO DE SERVICIOS ADMINISTRATIVOS PUERTA ""H"" COL. PROGRES","MEXICO","ESTADO DE MEXICO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"445","9999","9999-ENTIDAD FEDERATIVA-TOLUCA-REFORMA","CENTRO","USUARIO EXTERNO","LEANDRO VALLE NO. 303 1? PISO, ESQ. INDEPENDENCIA, COL. REFORMA","MEXICO","ESTADO DE MEXICO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"446","9999","9999-ENTIDAD FEDERATIVA-TOLUCA-SAN SEBASTIAN","CENTRO","USUARIO EXTERNO","IGNACIO PEREZ # 411 1o Piso, COL. SAN SEBASTIAN","MEXICO","ESTADO DE MEXICO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"447","9999","9999-ENTIDAD FEDERATIVA-TULA DE ALLENDE  - HGO","CENTRO","USUARIO EXTERNO","AVENIDA NACIONAL No. 103","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"448","9999","9999-ENTIDAD FEDERATIVA-TULANCINGO  - HGO","CENTRO","USUARIO EXTERNO","PLAZA MANUEL FERNANDO SOTO S/N COL. LOS PINOS","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"449","9999","9999-ENTIDAD FEDERATIVA-VILLA DE ALVAREZ","CENTRO","USUARIO EXTERNO","AVE. MARIA AHUMADA DE GOMEZ N? 371 LOCAL 35 COLONIA CAMPESTRE  ","MEXICO","COLIMA","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"450","9999","9999-ENTIDAD FEDERATIVA-ZACATECAS","CENTRO","USUARIO EXTERNO","CALZADA HEROES DE CHAPULTEPEC, NO. 1910","MEXICO","ZACATECAS","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"451","9999","9999-ENTIDAD FEDERATIVA-ZACUALTIPAN  - HGO","CENTRO","USUARIO EXTERNO","OCAMPO 115 P.B. LOCAL 1A Y 2A Bo. CHILILIAPA","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"452","9999","9999-ENTIDAD FEDERATIVA-ZIMAPAN - HGO","CENTRO","USUARIO EXTERNO","CALLEJON GARRIDO SN","MEXICO","HIDALGO","OAXACA DE JUAREZ","LV0900-1900","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"453","115","115-PRINCIPAL:ZACATECAS ALR","CENTRO","ZACATECAS","CALLE UNION NO. 101  PLAZA FUTURA,  COL. CENTRO.","MEXICO","ZACATECAS","ZACATECAS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"454","115","115-PRINCIPAL:ZACATECAS CERYS","CENTRO","ZACATECAS","CALLE UNION NO. 101  PLAZA FUTURA,  COL. CENTRO.","MEXICO","ZACATECAS","ZACATECAS","LV0900-1800","#N/A","#N/A","0","#N/A","#N/","Julio"
"455","115","115-PRINCIPAL:ZACATECAS ALAF","CENTRO","ZACATECAS","CALLE UNION NO. 101  PLAZA FUTURA,  COL. CENTRO.","MEXICO","ZACATECAS","ZACATECAS","LV0830-1800","No","NA","2","LV0830-1800","9.5","Julio"
"456","115","115-PRINCIPAL:ZACATECAS ALJ","CENTRO","ZACATECAS","CALLE UNION NO. 101  PLAZA FUTURA,  COL. CENTRO.","MEXICO","ZACATECAS","ZACATECAS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"457","115","115-PRINCIPAL:ZACATECAS ALSC","CENTRO","ZACATECAS","CALLE UNION NO. 101  PLAZA FUTURA,  COL. CENTRO.","MEXICO","ZACATECAS","ZACATECAS","LV0830-1800","No","NA","2","LV0830-1800","9.5","Julio"
"458","115","115-PRINCIPAL:ZACATECAS SLCTI","CENTRO","ZACATECAS","CALLE UNION NO. 101  PLAZA FUTURA,  COL. CENTRO.","MEXICO","ZACATECAS","ZACATECAS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"459","195","195-SUBSEDE:FRESNILLO-ALR","CENTRO","ZACATECAS","CALLE HUICOT NO. 42, COL. PERIODISTAS, C.P. 99040, FRESNILLO, ZAC.","MEXICO","ZACATECAS","FRESNILLO","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"460","186","186-PRINCIPAL-ALAF","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0800-1900","Si","Local","1","LV0800-1900","11","Julio"
"461","186","186-PRINCIPAL-ALJ","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0800-1900","Si","Local","1","LV0800-1900","11","Julio"
"462","186","186-PRINCIPAL-ALR","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0800-1900","Si","Local","1","LV0800-1900","11","Julio"
"463","186","186-PRINCIPAL-ALSC","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0800-1900","Si","Local","1","LV0800-1900","11","Julio"
"464","186","186-PRINCIPAL-ARACE DEL OCCIDENTE","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0900-1800","Si","Local","1","LV0800-1900","11","Julio"
"465","186","186-PRINCIPAL-AREOC","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0900-1800","Si","Local","1","LV0800-1900","11","Julio"
"466","186","186-PRINCIPAL-CERYS","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0800-1900","Si","Local","1","LV0800-1900","11","Julio"
"467","186","186-PRINCIPAL-SLCTI","CENTRO","ZAPOPAN","AV. CENTRAL , 735, COL. ANEXO A RESIDENCIAL PONIENTE.","MEXICO","JALISCO","ZAPOPAN","LV0800-1900","Si","Local","1","LV0800-1900","11","Julio"
"468","47","47-PRINCIPAL-ADUANA","NORTE","AGUA PRIETA","AV. PANAMERICANA , S/N  ENTRE CALLE 1 Y CALLE 2 COL. CENTRO C.P. 84200","MEXICO","SONORA","AGUA PRIETA","LS0900-1800","No","NA","2","LS0900-1800","9","Julio"
"469","99","99-GARITA:CABULLONA INT.KM 28.5-ADUANA","NORTE","AGUA PRIETA","CARR. AGUA PRIETA-NACOZARI KM.28.5, LA CABULLONA","MEXICO","SONORA","AGUA PRIETA","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"470","105","105-PRINCIPAL-ADUANA","NORTE","CD. ACU?A","MIGUEL HIDALGO , S/N , EDIF. PUERTO DE MEXICO, ENTRE NICOLAS BRAVO COL. CENTRO C.P. 26200","MEXICO","COAHUILA","CIUDAD ACU?A","LS0800-2000","No","NA","2","LS0800-2000","12","Julio"
"471","471","471-SECCION:PRESA LA AMISTAD-ADUANA","NORTE","CD. ACU?A","CARRETERA 2 PLAYA,  GENERAL LAURO VILLAMAR,  TRAMO ACU?A - TIJUANA, COL. CENTRO","MEXICO","COAHUILA","CIUDAD ACU?A","LD1000-1800","#N/A","#N/A","0","#N/A","#N/","Julio"
"472","2060","2060-BODEGA:CD.ACU?A EMILIANO ZAP.-ADUANA","NORTE","CD. ACU?A","EMILIANO ZAPATA?S/N, ESQ. NICOLAS BRAVO, COL. SAN ANDRES, EDIFICIO DEL EX R.F.V.","MEXICO","COAHUILA","CD. ACU?A","LD0800-2000","No","NA","3","LD0800-2000","12","Julio"
"473","446","446-CENTRAL CAMIONERA-ADUANA","NORTE","CD. ACU?A","OCAMPO Y MATAMOROS S/N. CENTRAL CAMIONERA","MEXICO","COAHUILA","CD. ACU?A","LD0800-2000","No","NA","3","LD0800-2000","12","Julio"
"474","447","447-SECCION:AEROPUERTO CD. ACU?A-ADUANA","NORTE","CD. ACU?A","CARRETERA CD. ACU?A - SANTA EULALIA KM. 9","MEXICO","COAHUILA","CIUDAD ACU?A","LD0800-2000","No","NA","3","LD0800-2000","12","Julio"
"475","138","138-PRINCIPAL-ADUANA","NORTE","CD. CAMARGO","CARRETERA A PUENTE INTERNACIONAL CD. CAMARGO - RIO GRANDE CITY, TX. KM. 6, S/N","MEXICO","TAMAULIPAS","CAMARGO","LD0800-2200","No","NA","2","LD0800-2200","14","Julio"
"476","465","465-SECCION: GUSTAVO DIAZ ORDAZ ""EL VADO""-ADUANA","NORTE","CD. CAMARGO","CARR. A CRUCE INTERNACIONAL CD. GUSTAVO DIAZ ORDAZ A LOS EBANOS, TX. KM. 3 S/N","MEXICO","TAMAULIPAS","GUSTAVO DIAZ ORDAZ","LD0800-1800","No","NA","2","LD0800-1800","10","Julio"
"477","465","465-SECCION: GUSTAVO DIAZ ORDAZ ""EL VADO""-ADUANA","NORTE","CD. CAMARGO","CARR. A CRUCE INTERNACIONAL CD. GUSTAVO DIAZ ORDAZ A LOS EBANOS, TX. KM. 3 S/N","MEXICO","TAMAULIPAS","GUSTAVO DIAZ ORDAZ","LD0800-1800","No","NA","2","LD0800-1800","10","Julio"
"478","106","106-PRINCIPAL-ADUANA","NORTE","CD. JUAREZ","PUENTE LIBRE DE CORDOBA , S/N  COL. AREA DEL CHAMIZAL C.P. 32310","MEXICO","CHIHUAHUA","CD. JUAREZ","LD0000-2400","Si","Aduana","1","LD0000-2400","24","Julio"
"479","107","107-SECCION:ZARAGOZA-ADUANA","NORTE","CD. JUAREZ","PUENTE INTERNACIONAL ZARAGOZA ISLETA, S/N , EDIF. DE LA ADUANA, COL. RIO BRAVO C.P. 32550","MEXICO","CHIHUAHUA","CD. JUAREZ","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"480","112","112-PRINCIPAL-ALAF","NORTE","CD. JUAREZ","AVE. TEOFILO BORUNDA # 8670-A. COL. PARTIDO IGLESIAS. C.P. 32528 EN CD. JUAREZ, CHIH.","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0800-1700","Si","Local","2","LV0800-1800","10","Julio"
"481","112","112-PRINCIPAL-ALJ","NORTE","CD. JUAREZ","AVE. TEOFILO BORUNDA # 8670-A. COL. PARTIDO IGLESIAS. C.P. 32528 EN CD. JUAREZ, CHIH.","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0900-1800","Si","Local","2","LV0800-1800","10","Julio"
"482","112","112-PRINCIPAL-ALR","NORTE","CD. JUAREZ","AVE. TEOFILO BORUNDA # 8670-A. COL. PARTIDO IGLESIAS. C.P. 32528 EN CD. JUAREZ, CHIH.","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"483","112","112-PRINCIPAL-ALSC","NORTE","CD. JUAREZ","AVE. TEOFILO BORUNDA # 8670-A. COL. PARTIDO IGLESIAS. C.P. 32528 EN CD. JUAREZ, CHIH.","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0800-1700","Si","Local","2","LV0800-1800","10","Julio"
"484","112","112-PRINCIPAL-CERYS","NORTE","CD. JUAREZ","AVE. TEOFILO BORUNDA # 8670-A. COL. PARTIDO IGLESIAS. C.P. 32528 EN CD. JUAREZ, CHIH.","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0900-1800","Si","Local","2","LV0800-1800","10","Julio"
"485","112","112-PRINCIPAL-SLCTI","NORTE","CD. JUAREZ","AVE. TEOFILO BORUNDA # 8670-A. COL. PARTIDO IGLESIAS. C.P. 32528 EN CD. JUAREZ, CHIH.","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"486","119","119-MODULO:NUEVO CASAS GRANDES MAF-MAF","NORTE","CD. JUAREZ","AV. ALVARO OBREGON , 409  ENTRE MINERVA Y JESUS URRUETA COL. CENTRO C.P. 31700","MEXICO","CHIHUAHUA","NUEVO CASAS GRANDES","LV0800-1500","No","NA","3","LV0800-1500","7","Julio"
"487","121","121-MODULO:FERROMEX-ADUANA","NORTE","CD. JUAREZ","EJE VIAL JUAN GABRIEL, S/N  ESQ. AV. DE LOS INSURGENTES COL. CENTRO C.P. 32000","MEXICO","CHIHUAHUA","CD. JUAREZ","LD0800-1600","Si","Aduana","2","LD0800-1600","8","Julio"
"488","122","122-SECCION:AEROPUERTO CD.JUAREZ-ADUANA","NORTE","CD. JUAREZ","CARRETERA PANAMERICANA KM. 18.5 , S/N  COL. AEROPUERTO C.P. 32692","MEXICO","CHIHUAHUA","CD. JUAREZ","LV0000-2400","Si","Aduana","2","LV0000-2400","24","Julio"
