"clave_unica","zona","estado","domicilio","id_loc","ps1","ps2","ps3","ps4","ps5","ps6","ps7","vol","facturacion","mes"
"325","SUR","TABASCO","CARR. TENOSIQUE - EL CEIBO KM. 56, INTERIOR DEL RECINTO FISCAL, EJIDO SUE?OS DE ORO. S/N, COL. EJIDO SUE?OS DE ORO C.P. 86928, PLANTA BAJA, TENOSIQUE, TABASCO, REFERENCIA: PUERTO FRONTERIZO EL CEIBO",,"0","3","0","0","1","0","0","4","1979.48","Julio"
"326","NORTE","BAJA CALIFORNIA","CALLE DE LA INDUSTRIA Y FERROCARRILEROS S/N, COL. LIBERTAD C.P. 21030, UNICO PISO, MEXICALI, BAJA CALIFORNIA, REFERENCIA: MODULO DE FERROCARIL",,"0","1","0","0","0","0","0","1","467.63","Julio"
"327","CENTRO","MICHOACAN","KM. 27.5 CARRETERA MORELIA-ZINAPECUARO AEROPUERTO INTERNACIONAL FCO. J. MUJICA C.P. 58920 ALVARO OBREGON MICH.",,"1","1","0","0","1","0","0","3","1620.81","Julio"
"328","CENTRO","QUERETARO","CARRETERA QUERETARO - TEQUISQUIAPAN KM. 22.5 MUNICIPIO DE COLON C.P. 76270",,"4","2","0","0","1","0","0","7","3818.21","Julio"
"329","NORTE","SONORA","FINAL DEL PERIFERICO LUIS DONALDO COLOSIO Y LINEA INTERNACIONAL S/N, COL. EL ROSARIO C.P. 84020, PISO UNICO, NOGALES, SONORA, REFERENCIA: GARITA 3 MARIPOSAS",,"0","1","0","0","0","0","0","1","467.63","Julio"
"330","CENTRO","SAN LUIS POTOSI","KM. 6 AUTOPISTA SAN LUIS POTOSI - VILLA DE REYES COL. EJIDO DE LAGUNA DE SAN VICENTE MPIO. VILLA DE REYES CP 79525 SAN LUIS POTOSI",,"0","1","0","0","0","0","0","1","467.63","Julio"
"331","CENTRO","DISTRITO FEDERAL","TERMINAL 2: AV. FUERZA AEREA MEXICANA ESQ. CON ALBERTO SANTOS DUMONT COL. AVIACION CIVIL DELEG. VENUSTIANO C.P. 15740 MEXICO D.F",,"5","6","0","0","0","0","0","11","5688.73","Julio"
"332","SUR","QUINTANA ROO","INTERIOR DEL AEROPUERTO INTERNACIONAL DE CANCUN, TERMINAL 3 S/N, COL. AEROPUERTO INTERNACIONAL DE CANCUN C.P. 77565, PB,  DEL.  BENITO JUAREZ, CANCUN, QUINTANA ROO, REFERENCIA: TERMINAL 3",,"0","1","0","0","2","0","0","3","1620.81","Julio"
"333","CENTRO","DISTRITO FEDERAL","SEPOMEX AICM: AV. PILOTO AVIADOR CARLOS LEON S/N, ZONA FEDERAL, COL. PE?ON DE LOS BA?OS, DELEG. VENUSTIANO CARRANZA C.P. 15620 MEXICO D.F.",,"12","4","0","0","1","0","0","17","9366.19","Julio"
"334","CENTRO","MORELOS","CALLE CONSPIRADORES # 105 COL. CENTRO CUAUTLA MORELOS",,"8","9.6774","0","1","0","0","0","18.6774","9714.752562","Julio"
"335","NORTE","TAMAULIPAS","CARRETERA MATAMOROS - CD. VICTORIA KM. 59 S/N, COL. EJIDO EL MOQUETITO C.P. 87554, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: 200 MTS DESPUES DEL ENTRONQUE HACIA VALLE HERMOSO",,"0","4","0","0","0","0","0","4","1870.52","Julio"
"336","SUR","CHIAPAS","CALLE MESOAMERICA POLIGONO 2. 3, N?MERO INTERIOR? 2, COL. PARQUE INDUSTRIAL C.P. 30830, PLANTA BAJA, TAPACHULA, CHIAPAS, REFERENCIA: PUERTO CHIAPAS",,"2","4","0","0","0","0","0","6","3023.7","Julio"
"337","SUR","PUEBLA","CARR. FED. MEX - PUE   KM 91.5 C.P. 74159,  DEL.  HUEJOTZINGO, PUEBLA, PUEBLA, REFERENCIA: A 500 MTS DEL AEROPUERTO INTERNACIONAL DE PUEBLA",,"5.6774","14.2581","0","0","1","0","0","20.9355","10517.637369","Julio"
"338","CENTRO","MEXICO","CARR. TOLUCA - ATLACOMULCO KM 15.5 COL. SAN CAYETANO MORELOS CP 50210.",,"1","3.2257","0","0","0","0","0","4.2257","2085.024091","Julio"
"339","CENTRO","AGUASCALIENTES","KM 3.5 CARRETERA CHICALOTE LORETITO COLONIA EJIDO LORETITO MPIO. SAN FRANCISCO DE LOS ROMO AGUASCALIENTES C.P. 20350",,"6","12.6129","0","1.4516","3","0","0","23.0645","11924.458471","Julio"
"340","NORTE","TAMAULIPAS","AV. C?SAR L?PEZ DE LARA ESQ  CON BOULEVARD 15 DE JUNIO S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PUENTE NEGRO",,"1","0","0","0","0","0","0","1","576.59","Julio"
"341","CENTRO","MICHOACAN","INTERIOR RECINTO PORTUARIO DE LA ISLA CAYACAL S/N, TERMINAL DE CONTENEDORES",,"9.2259","16.7742","0","0","0.6129","0","0","26.613","13517.072838","Julio"
"342","CENTRO","MICHOACAN","DOMICILIO CONOCIDO INT. DEL RECINTO PORTUARIO ISLA CAYACAL C.P 60950 LAZARO CARDENAS MICH.",,"0.3226","0","0","0","0","0","0","0.3226","186.007934","Julio"
"343","NORTE","TAMAULIPAS","ARTEAGA #3800, ESQ. MENDOZA, SECTOR ADUANA, EDIFICIO: ANTIGUA ADUANA",,"2","2","0","0","0","0","0","4","2088.44","Julio"
"344","CENTRO","AGUASCALIENTES","KM. 22 CARRETERA PANAMERICANA AEROPUERTO INTERNACIONAL DE AGUASCALIENTES EJIDO DE PE?UELAS AGUASCALIENTES C.P. 20340",,"1","2","0","0","0","0","0","3","1511.85","Julio"
"345","NORTE","NUEVO LEON","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA",,"0","0","0","1","0","0","0","1","576.59","Julio"
"346","CENTRO","DISTRITO FEDERAL","ORIENTE 142 No. 217 COL. MOCTEZUMA, DEL. VENUSTIANO CARRANZA CP 15530 MEXICO DF",,"11.9032","0.9032","0","0","0.6452","0","0","13.4516","7657.645372","Julio"
"347","CENTRO","QUERETARO","CARRETERA QUERETARO - TEQUISQUIAPAN KM. 22 MUNICIPIO DE COLON C.P. 76270 RECINTO FISCALIZADO DEL AEROPUERTO DE QRO.",,"5.0967","8","0","0","0","0","0","13.0967","6679.746253","Julio"
"348","SUR","TAMAULIPAS","CARRETERA A SOTO LA MARINA KM 18.5 S/N, COL. N/A C.P. 87230, PLANTA BAJA,  DEL.  GUEMEZ, CIUDAD VICTORIA, TAMAULIPAS, REFERENCIA: AEROPUERTO DE CD VICTORIA TAMAULIPAS",,"1","0","0","0","0","0","0","1","576.59","Julio"
"349","NORTE","NUEVO LEON","CARRETERA MIGUEL ALEMAN KM 24 S/N C.P. 66600, PLANTA BAJA, APODACA, NUEVO LEON, REFERENCIA: AEROPUERTO INTERNACIONAL DE MONTERREY, TERMINAL ""B""",,"1","0","0","0","0","0","0","1","576.59","Julio"
"350","NORTE","CHIHUAHUA","AVE. JU?REZ S/N, COL. CENTRO C.P. 32000, PB, CD. JUAREZ, CHIHUAHUA, REFERENCIA: PUENTE INTERNACIONAL",,"1","0","0","0","0","0","0","1","576.59","Julio"
"351","NORTE","CHIHUAHUA","AVE. LERDO S/N, COL. CENTRO C.P. 32000, PB, CD. JUAREZ, CHIHUAHUA, REFERENCIA: ZONA CENTRO",,"1","0","0","0","0","0","0","1","576.59","Julio"
"352","NORTE","CHIHUAHUA","AVE. CRISTO REY S/N, COL. S/C C.P. 32000, PB,  DEL.  GUADALUPE, CD. JUAREZ, CHIHUAHUA, REFERENCIA: POR CARRETERA JU?REZ - PORVENIR KM 60",,"0","1","0","0","0","0","0","1","467.63","Julio"
"353","NORTE","CHIHUAHUA","CARRETERA JUAREZ-PORVENIR KM 92, DISTRITO BRAVO, MUNICIPIO EL PORVENIR",,"0","1","0","0","0","0","0","1","467.63","Julio"
"354","NORTE","TAMAULIPAS","LIB. SUR, ENTRONQUE DESNIVEL KM. 6.7 AVENIDA LA FLORIDA S/N, COL. VILLA FLORIDA C.P. 88500, PLANTA BAJA, REYNOSA, TAMAULIPAS, REFERENCIA: CRUCE FRONTERIZO RIO BRAVO-DONNA",,"1","2","0","0","0","0","0","3","1511.85","Julio"
"355","NORTE","COAHUILA","SUBSEDE:CD.ACU?A-ALR MADERO OTE. #190 ESQ. MATAMOROS, COL.CENTRO PIEDRAS NEGRAS, COAHUILA  MEXICO",,"1","1","0","1","0","0","0","3","1620.81","Julio"
"356","SUR","CHIAPAS","CARRETERA LAGOS DE MONTEBELLO KM 15. DESVIO A LAZARO CARDENAS, POBLADO CARMEN XHAN. MUNICIPIO DE LA TRINITARIA, CHIAPAS. S/N, COL. CENTRO C.P. 30150, BAJA, LA TRINITARIA, CHIAPAS, REFERENCIA: POBLADO CARMEN XHAN",,"0","1","0","0","0","0","0","1","467.63","Julio"
"357","SUR","CHIAPAS","CARRETERA 190, M?XICO-CD. CUAUHT?MOC TRAMO CHAMIC-L?NEA INTERNACIONAL M?XICO-GUATEMALA, KM 256+200 S/N, COL. LAS CHAMPAS C.P. 30150, BAJA, CIUDAD CUAUHTEMOC, CHIAPAS, REFERENCIA: PASO FRONTERIZO A LA MESILLA, GUATEMALA A 5 MINUTOS DE LA SECCI?N ADUANERA D",,"0","1","0","0","0","0","0","1","467.63","Julio"
"358","NORTE","BAJA CALIFORNIA SUR","CARRETERA TRANSPENINSULAR KM. 13, INTERIOR AEROPUERTO INTERNACIONAL DE LA PAZ ""GENERAL MANUEL M?RQUEZ DE LE?N"" S/N, COL. EJIDO CHAMETLA C.P. 23205, PB, LA PAZ, BAJA CALIFORNIA, REFERENCIA: AEROPUERTO DE LA PAZ",,"1","0","0","0","0","0","0","1","576.59","Julio"
"359","NORTE","BAJA CALIFORNIA SUR","BOULEVARD LOMAS DEL SOL Y CAMINO AL AEROPUERTO, INTERIOR DEL AER?DROMO CABO SAN LUCAS S/N, COL. MESA COLORADA TERCERA ETAPA C.P. 23447, PB, CABO SAN LUCAS, BAJA CALIFORNIA SUR, REFERENCIA: AER?DROMO DE CABO SAN LUCAS",,"2","1","0","1","0","0","0","4","2197.4","Julio"
"360","NORTE","NUEVO LEON","CARR. MIGUEL ALEMAN KM. 24 (KM.30), AEROPUERTO INTERNACIONAL MARIANO ESCOBEDO.",,"1","0","0","0","1","0","0","2","1153.18","Julio"
"361","NORTE","TAMAULIPAS","CARR. NUEVA CD. GUERRERO A CORTINA PRESA FALCON KM. 1, COL. S/N C.P. 88370, PLANTA BAJA, NUEVA CIUDAD GUERRERO, TAMAULIPAS, REFERENCIA: A 1 KM. DE LA ZONA URBANA. PUENTE INTERNACIONAL",,"0","1","0","0","1","0","0","2","1044.22","Julio"
"362","SUR","VERACRUZ","CARR. ANTIGUA A MINATITLAN KM. 21.5, COL. CANTICAS.",,"0","1","0","0","0","0","0","1","467.63","Julio"
"363","NORTE","BAJA CALIFORNIA","CARRETERA AL AEROPUERTO KM 12, SAN FELIPE, B.C. S/N, COL. SAN FELIPE, B.C. C.P. 21000, PB, SAN FELIPE, B.C., BAJA CALIFORNIA, REFERENCIA: DENTRO DEL AEROPUERTO DEL PUERTO DE SAN FELIPE",,"0","0","0","0","1","0","0","1","576.59","Julio"
"364","NORTE","COAHUILA","CARRETERA PIEDRAS NEGRAS NUEVO LAREDO KM. 3.5 S/N, COL. N/A C.P. , PIEDRAS NEGRAS, COAHUILA",,"1","0","0","0","0","0","0","1","576.59","Julio"
"365","NORTE","COAHUILA","CARR. 30 LIBRAMIENTO PTE. C.P 25617, CD. FONTERA COAH. AEROPUERTO  INT VENUSTIANO CARRANZA",,"1","0","0","0","1","0","0","2","1153.18","Julio"
"366","NORTE","SONORA","FINALDE LA CALLE ELIAS Y LINEA INTERNACIONAL S/N, COL. CENTRO C.P. 84100, PISO UNICO, NOGALES, SONORA, REFERENCIA: CALLE ELIAS",,"0","0","0","0","1","0","0","1","576.59","Julio"
"367","SUR","CHIAPAS","UNIDAD DE DILIGENCIACION #322, 3RA. CALLE SUR-PONIENTE NO. 2, BARRIO SAN JOSE.",,"0","0","0","0","1","0","0","1","576.59","Julio"
"368","SUR","QUINTANA ROO","AV. REVOLUCION #660 SALA DE PASAJEROS, INTERIOR AEROPUERTO INTERNACIONAL DE CHETUMAL.",,"0.2581","0","0","0","0","0","0","0.2581","148.817879","Julio"
"369","SUR","QUINTANA ROO","SALVADOR NOVO S/N, COL. ADOLFO LOPEZ MATEOS",,"0","0","0","0","1","0","0","1","576.59","Julio"
"370","NORTE","SONORA","CARR. ESTATAL NO. 37, PUERTO PE?ASCO-CABORCA KM 45 SIN NUMERO, COL. ESTACION ALMEJAS C.P. 83550",,"0","0","0","0","1","0","0","1","576.59","Julio"
"371","NORTE","NUEVO LEON","CARRETERA MONTERREY - SALINAS VICTORIA KM 15. S/N C.P. 65500, PLANTA BAJA, SALINAS VICTORIA, NUEVO LEON, REFERENCIA: RECINTO FISCAL KCSM",,"0","3.9356","0","1","0","0","0","4.9356","2416.994628","Julio"
"372","NORTE","SONORA","AV. PANAMERICANA S/N, COL. CENTRO C.P. 84200, UNICO PISO, AGUA PRIETA, SONORA, REFERENCIA: ENTRE CALLES 1 Y 2",,"17.5484","15.0001","0","2","7.0968","0","0","41.6453","22377.852631","Julio"
"373","CENTRO","GUANAJUATO","SOPE?A # 1 ALTOS (CASA DE MONEDA) COL. CENTRO C.P. 36000 GUANAJUATO GTO.",,"4","7","0","0","0","0","0","11","5579.77","Julio"
"374","NORTE","SONORA","AVENIDA AQUILES SERDAN CALLE 26 ESQUINA, COL. CENTRO C.P. 85400, 3 PISOS, GUAYMAS, SONORA, REFERENCIA: FRENTE A ESCALA NAUTICA",,"18.3548","15.4839","0","2.2903","3","0","0","39.129","20874.264366","Julio"
"375","SUR","VERACRUZ","ORIENTE 6 Y SUR 5 229, COL. CENTRO C.P. 94300, 1ER PISO, ORIZABA, VERACRUZ, REFERENCIA: EDIFICIO PLAZA ARIES",,"8.3548","12.9677","0","0","0","0","0","21.3225","10881.379683","Julio"
"376","NORTE","SONORA","CARRETERA FEDERAL NO. 2 TRAMO SAN LUIS RC - SONOYTA KM. 12+200 S/N, COL. PARQUE INDUSTRIAL C.P. 83455, 1 PISO, SAN LUIS RIO COLORADO, SONORA, REFERENCIA: SOBRE LIBRAMIENTO A PUERTO PE?ASCO",,"19","22.5161","0","1","2","0","0","44.5161","23214.183843","Julio"
"377","NORTE","TAMAULIPAS","KM. 4.8 DEL CAMINO R?O BRAVO-DONNA, ENTRONQUE KM. 62+968 DE LA CARRETERA REYNOSA-MATAMOROS S/N, COL. S/C C.P. 88500, PLANTA BAJA, REYNOSA, TAMAULIPAS, REFERENCIA: CRUCE FRONTERIZO R?O BRAVO-DONNA",,"1","0","0","0","0","0","0","1","576.59","Julio"
"378","NORTE","SONORA","PASEO RIO SONORA Y COMONFORT S/N, COL. VILLA DE SERIS C.P. 83280, 2? PISO, HERMOSILLO, SONORA, REFERENCIA: CENTRO DE GOBIERNO, EDIFICIO SONORA",,"2","0","0","1","13","0","1","17","9890.69","Julio"
"379","NORTE","SONORA","AVE FCO I. MADERO 5, COL. CENTRO C.P. 84180, 2 PISOS, NACO, SONORA, REFERENCIA: ADUANA",,"6","16.4516","0","1","3","0","0","26.4516","13459.161708","Julio"
"380","CENTRO","QUERETARO","CARRETERA A CHICHIMEQUILLAS KM. 19.5, SANTA MARIA LA BEGO?A.",,"103","9","0","3.129","12.129","0","0","127.258","72395.05022","Julio"
"381","SUR","CHIAPAS","CARR. ANTIGUO AEROPUERTO S/N, FRAC.DEL PREDIO RUSTICO DE LA SOLEDAD",,"2","0","0","1","0","0","0","3","1729.77","Julio"
"382","CENTRO","DISTRITO FEDERAL","CALLE MICHOACAN NO. 20 COL. RENOVACION DELEGACION IZTAPALAPA ESQ. PERIFERICO ORIENTE C.P. 09209 MEXICO D.F.",,"3","1","0","0","1","0","0","5","2773.99","Julio"
"383","CENTRO","SAN LUIS POTOSI","PEDRO FERNANDEZ DE AGUILAR No. 125 ESTRELLA DE ORIENTE S.L.P.",,"12.6129","0","0","0","0.4516","0","0","13.0645","7532.860055","Julio"
"384","NORTE","SONORA","CARRETERA FEDERAL NO. 2, SANTA ANA - PITIQUITO KM 92 S/N, COL. N/A C.P. 83736, GENERAL,  DEL.  PITIQUITO, CABORCA, SONORA, REFERENCIA: GARITA UBICADA ENTRE PITIQUITO Y SANTA ANA",,"3","0","0","0","1","0","0","4","2306.36","Julio"
"385","CENTRO","MICHOACAN","DOMICILIO CONOCIDO INT. DEL RECINTO PORTUARIO ISLA CAYACAL C.P 60950 LAZARO CARDENAS MICH.",,"47.6452","27","0","7.9678","6.6452","0","1","90.2582","49188.715538","Julio"
"386","CENTRO","DISTRITO FEDERAL","AV. PASEO DE LA REFORMA NORTE No. 10 COL. TABACALERA DELEG. CUAUHTEMOC CP 06030 MEXICO D.F",,"846.2583","744.4839","7","316.8066","580.517","5","34.0967","2534.1625","1383501.973553","Julio"
"387","NORTE","BAJA CALIFORNIA SUR","AV. ?LVARO OBREG?N ESQ. IGNACIO BA?UELOS CABEZUD. 320, N?MERO INTERIOR  320, COL. CENTRO C.P. 23000, 2DO PISO, LA PAZ, BAJA CALIFORNIA SUR, REFERENCIA: FRENTE AL MUELLE FISCAL",,"16","7.6774","1","1","2","0","1","28.6774","15784.642562","Julio"
"388","NORTE","BAJA CALIFORNIA SUR","ALVARO OBREG?N, E IGNACIO BA?UELOS CABEZUD 320, COL. CENTRO C.P. 23000, PLANTA BAJA, PRIMER Y SEGUNDO PISO EDIFICIOS PRINCIPAL Y ANEXO, LA PAZ, BAJA CALIFORNIA SUR, REFERENCIA: FRENTE AL ANTIGUO MUELLE FISCAL. EDIFICIO PRINCIPAL Y ANEXO",,"96.9677","54.5806","4","15.6774","13","0","5","189.2257","103591.484187","Julio"
"389","SUR","YUCATAN","AV. AVIACION INTERIOR AEROPUERTO INTERNACIONAL  S/N, COL. SAMBULA C.P. 97250, PLANTA BAJA, MERIDA, YUCATAN, REFERENCIA: INTERIOR AEROPUERTO INTERNACIONAL",,"2","0","0","1","0","0","0","3","1729.77","Julio"
"390","NORTE","SONORA","CARR. PTO. PE?ASCO-CABORCA KM 24, EJIDO MIRAMAR, AEROP. INT. MAR  DE CORTES.",,"1","0","0","0","0","0","0","1","576.59","Julio"
"391","SUR","CHIAPAS","KM 12.48 DEL TRAMO CARRETERO VERGEL -AEROPUERTO S/N, COL. FRANCISCO SARABI C.P. 29176, BAJA, CHIAPA DE CORZO, CHIAPAS, REFERENCIA: AEROPUERTO INTERNACIONAL ANGEL ALBINO CORZO",,"1","0","0","0","0","0","0","1","576.59","Julio"
"392","CENTRO","GUANAJUATO","AV. DE LA CONSPIRACI?N NO. 302, INTERIOR PLAZA REAL DEL CONDE, LOCALES BB04 Y BB05, ENTRE AV. REAL DEL CONDE Y AV. BOMBEROS, COL. EL DEPORTIVO C.P. 37748, SAN MIGUEL DE ALLENDE, GUANAJUATO",,"1","3","0","0","0","0","0","4","1979.48","Julio"
"393","SUR","GUERRERO","AV. DE LOS PLATEROS 230, COL. BARRIO DE LA CATARINA",,"0","1.0645","0","0","0","0","0","1.0645","497.792135","Julio"
"394","SUR","OAXACA","BLVD. CHAHUE ESQ. CON GUAMUCHIL",,"0","1","0","0","0","0","0","1","467.63","Julio"
"395","CENTRO","SAN LUIS POTOSI","COMERCIAL MORELOS 417  ENTRE MADERO Y JULIAN DE LOS REYES",,"3","2","0","0","0","0","0","5","2665.03","Julio"
"396","NORTE","SONORA","NUEVO CORREDOR FISCAL KM 12.5 PUERTO FRONTERIZO NOGALES III S/N, COL. S/C C.P. 84000, PISO UNICO, NOGALES, SONORA, REFERENCIA: ADUANA NOGALES",,"24","41.1292","0","9","9","0","2","85.1292","44780.527796","Julio"
"397","CENTRO","NAYARIT","LUIS FIGUEROA # 12 ESQUINA PROLONGACION GALEANA COL. CENTRO C.P. 63300 SANTIAGO IXCUINTLA NAYARIT.",,"1","3","0","0","0","0","0","4","1979.48","Julio"
"398","CENTRO","MEXICO","CALLE ING. LUIS GALINGO RUIZ S/N ESQUINA PRESIDENTE ADOLFO LOPEZ MATEOS COL. FOVISSSTE C. P. 50450 ATLACOMULCO ESTADO DE MEXICO",,"0","1","0","0","0","0","0","1","467.63","Julio"
"399","CENTRO","MICHOACAN","FRANCISCO J. MUJICA NO. 27 INT. 12 COL. CENTRO C.P. 60600 APATZINGAN MICH.",,"2","0","0","1","0","0","0","3","1729.77","Julio"
"400","CENTRO","DISTRITO FEDERAL","CALZ. VALLEJO No. 658, COL. TRABAJADORES DE HIERRO, DELEG. AZCAPOTZALCO",,"6","1","0","0","2","0","0","9","5080.35","Julio"
"401","CENTRO","JALISCO","INDEPENDENCIA NACIONAL #75, INTERIOR 42, COL.CENTRO",,"4.9032","5.5161","0","0","0","0","0","10.4193","5406.629931","Julio"
"402","CENTRO","GUANAJUATO","LEANDRO VALLE #118 C. COM. LAS FUENTES LOC. 105, 106 Y 107 HIDALGO Y MADERO, COL.CENTRO",,"2","1","0","0","0","0","0","3","1620.81","Julio"
"403","SUR","VERACRUZ","BELIZARIO DOMINGUEZ #116 INTERIOR 11, PLAZA COMERCIAL MI FAVORITA",,"0","0.871","0","0","0","0","0","0.871","407.30573","Julio"
"404","NORTE","SINALOA","VENUSTIANO CARRANZA 107 SUR, COL. CENTRO C.P. 82000, PLANTA BAJA, MAZATLAN, SINALOA, REFERENCIA: CONOCIDO COMO EDIFICIO ANTIG?O DE LA ADUANA",,"101.0645","58.0323","2","31","24.5806","0","2.4839","219.1613","120258.057133","Julio"
"405","CENTRO","GUANAJUATO","LEONA VICARIO # 335 COL SAN JUAN CHIHUAHUA.",,"0","3","0","0","0","0","0","3","1402.89","Julio"
"406","CENTRO","MICHOACAN","AQUILES SERDAN 14 INTERIOR 12 Y 13",,"1","3","0","0","0","0","0","4","1979.48","Julio"
"407","CENTRO","MICHOACAN","CALLE 16 DE SEPTIEMBRE NO.82 INT.1, ENTRE BELISARIO DOMINGUEZ Y TULIPANES, COLONIA CENTRO, CP. 60300",,"0","1","0","0","0","0","0","1","467.63","Julio"
"408","CENTRO","MICHOACAN","AV. GUERRERO ESQ. BLVD. LAZARO CARDENAS S/N INTERIOR PRESIDENCIA MUNICIPAL COL. CENTRO C.P. 59000 SAHUAYO MICH.",,"1","1","0","0","0","0","0","2","1044.22","Julio"
"409","SUR","VERACRUZ","JUAN SOTO 40, COL.CENTRO",,"0","2","0","0","0","0","0","2","935.26","Julio"
"410","CENTRO","HIDALGO","CARRETERA JOROBAS-TULA KM. 9+700 ATOTONILCO DE TULA, HGO.",,"2","3","0","0","2","0","0","7","3709.25","Julio"
"411","NORTE","NUEVO LEON","LIBRAMIENTO NORESTE NO. 4001, KM 27.5, COL. CENTRO.",,"0","1.9356","0","0","0","0","0","1.9356","905.144628","Julio"
"412","NORTE","BAJA CALIFORNIA","BLVD. TENIENTE AZUETA S/N, COL. CENTRO C.P. 22800, PLANTA BAJA, ENSENADA, BAJA CALIFORNIA, REFERENCIA: INTERIOR DEL RECINTO PORTUARIO",,"28.9677","17.2579","0","2","8.9677","1","0","58.1933","31761.914063","Julio"
"413","NORTE","BAJA CALIFORNIA","JOS? MA. LARROQUE, ENTRE FRANCISCO CUEVAS Y CANALIZACI?N R?O TIJUANA S/N, COL. FEDERAL C.P. 22430, PB, TIJUANA, BAJA CALIFORNIA, REFERENCIA: ANEXO A PUERTA M?XICO",,"4","7.2903","0","1.9677","5","0","0","18.258","9733.029132","Julio"
"414","SUR","QUINTANA ROO","CARRETERA A BELICE, KM. 2, COL. SUBTENIENTE LOPEZ, C.P. 77900, CHETUMAL, QUINTANA ROO.",,"15.5161","23.2581","0","2","1","0","0","41.7742","21552.383402","Julio"
"415","SUR","CHIAPAS","RANCHO CERRO GORDO, CARRETERA 200 HUIXTLA VILLA COMATITLAN, KM 241. HUIXTLA, CHIAPAS",,"3","4","0","0","0","0","0","7","3600.29","Julio"
"416","CENTRO","SAN LUIS POTOSI","KM 9, CARR. SLP-MATEHUALA, DELEGACION SOLEDAD DE GRACIANO SANCHEZ, C.P. 78340",,"0","2","0","0","0","0","0","2","935.26","Julio"
"417","NORTE","SONORA","PASEO RIO SONORA, EDIFICIO GRAN PLAZA, LOCAL 206, COL. VILLA DE SERIS, CP.83280",,"4","2","0","4","7.8709","0","0","17.8709","10086.262231","Julio"
"418","NORTE","BAJA CALIFORNIA","LINEA INTERNACIONAL S/N, COL. GARITA DE OTAY C.P. 22509, UNICO PISO,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: GARITA DE OTAY",,"65.871","80.4839","0","7.4839","12","2","3","170.8388","90177.717948","Julio"
"419","NORTE","BAJA CALIFORNIA","J. REND?N Y SOR JUANA INES DE LA CRUZ S/N, COL. NUEVA TIJUANA C.P. 22510, UNICO PISO,  DEL.  MESA DE OTAY, TIJUANA, BAJA CALIFORNIA, REFERENCIA: ANEXO A GARITA DE OTAY",,"1","1.871","0","1","2","0","0","5.871","3181.29573","Julio"
"420","CENTRO","COLIMA","PUERTO INTERIOR DE LA ZONA NORTE DEL RECINTO PORTUARIO LADO PONIENTE MANZANILLO, COLINDANTE CON EL DREN INTERLAGUNAR",,"1","0","0","0","0","0","0","1","576.59","Julio"
"421","CENTRO","DISTRITO FEDERAL","VIADUCTO RIO DE LA PIEDAD 507, COLONIA GRANJAS M?XICO, C.P. 08400, DELEGACI?N IZTACALCO, M?XICO, D.F.",,"689.8711","347.0001","2","239.0966","203.7101","1","4.4516","1487.1295","820133.026365","Julio"
"422","SUR","GUERRERO","CALLE EJIDO N? 43, ESQ. CON CALLE CUAUHT?MOC, COL. CENTRO, C.P. 40890, LOCALES 101, 103 Y 104",,"1","0","0","0","2","0","0","3","1729.77","Julio"
"423","NORTE","TAMAULIPAS","AV. REFORMA S/N, ENTRE BLVD. MUNICIPIO LIBRE Y LAGO DE CH?PALA, COL. BUR?CRATAS, C.P. 88000",,"0","0","0","4","1","0","0","5","2882.95","Julio"
"424","NORTE","NUEVO LEON","AUTOPISTA PERIF?RICO MONTERREY # 4101, C.P. 66050",,"0","0.4194","0","0","0","0","0","0.4194","196.124022","Julio"
"425","SUR","PUEBLA","AV. 5 ORIENTE #1 ALTOS , PALACIO FEDERAL, COL. CENTRO, C.P. 72000",,"0","25","0","0","1","0","0","26","12267.34","Julio"
"426","NORTE","BAJA CALIFORNIA","L?ZARO C?RDENAS Y CALLEJ?N MADERO 201, COL. ZONA CENTRO C.P. 21400, UNICO PISO, TECATE, BAJA CALIFORNIA, REFERENCIA: EDIFICIO DE LA ADUANA",,"18.5162","10.6775","0","2","7","0","1","39.1937","21523.935083","Julio"
"427","NORTE","BAJA CALIFORNIA","AV. LAZARO CARDENAS Y ESQ. CALLEJON MADERO 201, COL. ZONA CENTRO C.P. 21400, UNICO PISO, TEATE, BAJA CALIFORNIA, REFERENCIA: A UN COSTADO DE LA ANTIGUA GARITA INTERNACION DE TECATE",,"2","0","0","0","1","0","0","3","1729.77","Julio"
"428","NORTE","BAJA CALIFORNIA","BLVD. ABELARDO L. RODRIGUEZ S/N, COL. ALAMITOS C.P. 21219, UNICO PISO, MEXICALI, BAJA CALIFORNIA, REFERENCIA: GARITA NUEVO MEXICALI, ADUANA DE CARGA",,"36.6129","60.3549","0","2.3226","5","0","1","105.2904","54221.781832","Julio"
